CustomerID,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,rfm_score,segment
17450,9,46,194390.79,5,5,5,555,5.0,Champions
13069,1,24,4431.44,5,5,5,555,5.0,Champions
14866,11,12,14389.9,5,5,5,555,5.0,Champions
16133,4,33,14589.04,5,5,5,555,5.0,Champions
15984,3,10,2780.63,5,5,5,555,5.0,Champions
17090,5,7,1974.65,5,5,5,555,5.0,Champions
16764,4,13,2790.95,5,5,5,555,5.0,Champions
12989,4,15,6924.11,5,5,5,555,5.0,Champions
13089,3,97,58762.08,5,5,5,555,5.0,Champions
14961,11,9,7044.68,5,5,5,555,5.0,Champions
13985,5,15,7060.13,5,5,5,555,5.0,Champions
17364,1,11,4462.68,5,5,5,555,5.0,Champions
14051,1,23,15610.39,5,5,5,555,5.0,Champions
17739,12,7,2791.35,5,5,5,555,5.0,Champions
16923,13,19,7069.08,5,5,5,555,5.0,Champions
13769,3,10,2796.51,5,5,5,555,5.0,Champions
15856,5,27,16143.64,5,5,5,555,5.0,Champions
16873,5,6,7123.62,5,5,5,555,5.0,Champions
14572,4,7,2804.54,5,5,5,555,5.0,Champions
15189,2,41,16225.39,5,5,5,555,5.0,Champions
18230,10,7,2810.2,5,5,5,555,5.0,Champions
13590,12,6,1981.92,5,5,5,555,5.0,Champions
13267,3,19,4521.49,5,5,5,555,5.0,Champions
17068,13,21,4552.14,5,5,5,555,5.0,Champions
16931,6,21,4554.87,5,5,5,555,5.0,Champions
17677,2,30,16345.38,5,5,5,555,5.0,Champions
18229,12,20,7276.9,5,5,5,555,5.0,Champions
12921,10,37,16587.09,5,5,5,555,5.0,Champions
16839,9,34,16594.35,5,5,5,555,5.0,Champions
13881,4,20,17159.52,5,5,5,555,5.0,Champions
13767,3,37,17220.36,5,5,5,555,5.0,Champions
17428,1,28,17256.85,5,5,5,555,5.0,Champions
14031,8,19,17286.86,5,5,5,555,5.0,Champions
12901,9,28,17654.54,5,5,5,555,5.0,Champions
13305,5,10,2000.86,5,5,5,555,5.0,Champions
15159,2,30,18641.01,5,5,5,555,5.0,Champions
14711,11,11,2839.62,5,5,5,555,5.0,Champions
15039,10,47,19766.59,5,5,5,555,5.0,Champions
17381,9,29,20275.61,5,5,5,555,5.0,Champions
14390,11,9,4642.57,5,5,5,555,5.0,Champions
17675,2,31,20374.28,5,5,5,555,5.0,Champions
16210,2,18,21086.3,5,5,5,555,5.0,Champions
14189,3,15,4654.08,5,5,5,555,5.0,Champions
14217,2,17,2004.98,5,5,5,555,5.0,Champions
13263,2,35,7436.93,5,5,5,555,5.0,Champions
15628,5,9,2870.24,5,5,5,555,5.0,Champions
13777,1,33,25977.16,5,5,5,555,5.0,Champions
14191,2,13,4684.76,5,5,5,555,5.0,Champions
14135,2,15,4690.31,5,5,5,555,5.0,Champions
15152,10,13,4745.69,5,5,5,555,5.0,Champions
15194,4,15,7616.53,5,5,5,555,5.0,Champions
16333,8,22,26626.8,5,5,5,555,5.0,Champions
17857,5,23,26879.04,5,5,5,555,5.0,Champions
14180,11,25,4748.52,5,5,5,555,5.0,Champions
12955,2,11,4757.16,5,5,5,555,5.0,Champions
17365,13,8,4767.36,5,5,5,555,5.0,Champions
18144,8,12,2888.75,5,5,5,555,5.0,Champions
17811,5,39,7761.82,5,5,5,555,5.0,Champions
13408,2,62,28117.04,5,5,5,555,5.0,Champions
15187,2,16,4777.18,5,5,5,555,5.0,Champions
15555,13,16,4794.86,5,5,5,555,5.0,Champions
17644,2,11,2895.64,5,5,5,555,5.0,Champions
15298,3,12,4799.9,5,5,5,555,5.0,Champions
13013,2,13,4810.94,5,5,5,555,5.0,Champions
13630,6,7,2031.78,5,5,5,555,5.0,Champions
14292,8,9,4871.93,5,5,5,555,5.0,Champions
13081,12,11,28337.38,5,5,5,555,5.0,Champions
15290,5,18,7943.22,5,5,5,555,5.0,Champions
14796,2,17,7975.49,5,5,5,555,5.0,Champions
14868,4,8,2953.59,5,5,5,555,5.0,Champions
15547,8,14,4910.6,5,5,5,555,5.0,Champions
13098,2,28,28882.44,5,5,5,555,5.0,Champions
18109,2,26,8004.92,5,5,5,555,5.0,Champions
17389,1,34,31833.68,5,5,5,555,5.0,Champions
15311,1,91,60632.75,5,5,5,555,5.0,Champions
14562,4,18,5006.77,5,5,5,555,5.0,Champions
17924,12,7,2962.5,5,5,5,555,5.0,Champions
12748,1,209,33053.19,5,5,5,555,5.0,Champions
15854,5,12,2969.12,5,5,5,555,5.0,Champions
14032,3,11,2975.59,5,5,5,555,5.0,Champions
18283,4,16,2045.53,5,5,5,555,5.0,Champions
15838,12,19,33643.08,5,5,5,555,5.0,Champions
15687,9,9,2993.1,5,5,5,555,5.0,Champions
16013,4,47,37130.6,5,5,5,555,5.0,Champions
13798,2,57,37153.85,5,5,5,555,5.0,Champions
13854,9,25,8109.52,5,5,5,555,5.0,Champions
14755,10,11,5010.28,5,5,5,555,5.0,Champions
16672,3,20,8134.94,5,5,5,555,5.0,Champions
14056,2,23,8152.71,5,5,5,555,5.0,Champions
17426,9,6,5037.26,5,5,5,555,5.0,Champions
14456,6,9,3017.28,5,5,5,555,5.0,Champions
16558,1,20,8338.49,5,5,5,555,5.0,Champions
17602,3,6,5054.42,5,5,5,555,5.0,Champions
15358,5,22,8347.2,5,5,5,555,5.0,Champions
16905,6,7,3037.6,5,5,5,555,5.0,Champions
16700,9,13,5076.55,5,5,5,555,5.0,Champions
15046,10,15,5090.42,5,5,5,555,5.0,Champions
15078,8,32,9743.11,5,5,5,555,5.0,Champions
13758,12,7,3190.55,5,5,5,555,5.0,Champions
14096,5,17,65164.79,5,5,5,555,5.0,Champions
18198,5,17,5425.56,5,5,5,555,5.0,Champions
18219,3,10,2069.77,5,5,5,555,5.0,Champions
14388,11,8,3212.84,5,5,5,555,5.0,Champions
16966,9,7,2154.97,5,5,5,555,5.0,Champions
16265,10,9,5447.0,5,5,5,555,5.0,Champions
15443,2,7,3213.59,5,5,5,555,5.0,Champions
18102,1,60,259657.3,5,5,5,555,5.0,Champions
14527,3,55,8507.13,5,5,5,555,5.0,Champions
13001,5,13,9785.97,5,5,5,555,5.0,Champions
13199,4,38,9817.12,5,5,5,555,5.0,Champions
12935,3,7,2160.7,5,5,5,555,5.0,Champions
12856,8,6,2170.78,5,5,5,555,5.0,Champions
18225,4,12,5504.96,5,5,5,555,5.0,Champions
16161,2,19,5533.67,5,5,5,555,5.0,Champions
14702,2,17,3251.79,5,5,5,555,5.0,Champions
14688,8,21,5579.1,5,5,5,555,5.0,Champions
14088,11,13,50491.81,5,5,5,555,5.0,Champions
15615,11,23,10399.74,5,5,5,555,5.0,Champions
12839,3,14,5591.42,5,5,5,555,5.0,Champions
17183,8,6,3347.31,5,5,5,555,5.0,Champions
17757,2,30,5593.39,5,5,5,555,5.0,Champions
18118,11,26,5625.08,5,5,5,555,5.0,Champions
14825,4,12,2221.01,5,5,5,555,5.0,Champions
16818,11,11,3349.57,5,5,5,555,5.0,Champions
17049,3,9,5655.03,5,5,5,555,5.0,Champions
17686,8,7,5739.46,5,5,5,555,5.0,Champions
13704,6,9,2308.06,5,5,5,555,5.0,Champions
17954,6,12,2314.13,5,5,5,555,5.0,Champions
14560,8,22,2237.77,5,5,5,555,5.0,Champions
17243,2,26,8540.05,5,5,5,555,5.0,Champions
13137,11,8,3603.29,5,5,5,555,5.0,Champions
15218,11,11,5756.89,5,5,5,555,5.0,Champions
16712,10,11,3611.31,5,5,5,555,5.0,Champions
13004,12,18,5655.91,5,5,5,555,5.0,Champions
17017,3,20,8694.26,5,5,5,555,5.0,Champions
17744,4,6,2322.4,5,5,5,555,5.0,Champions
18272,3,6,3078.58,5,5,5,555,5.0,Champions
17528,2,8,3628.5,5,5,5,555,5.0,Champions
14209,11,6,2073.43,5,5,5,555,5.0,Champions
14415,2,13,5855.57,5,5,5,555,5.0,Champions
14309,9,9,2352.53,5,5,5,555,5.0,Champions
16011,9,16,3352.96,5,5,5,555,5.0,Champions
17238,3,17,3719.1,5,5,5,555,5.0,Champions
14895,8,20,11138.71,5,5,5,555,5.0,Champions
16143,4,6,2424.94,5,5,5,555,5.0,Champions
16033,6,20,8778.82,5,5,5,555,5.0,Champions
15251,10,11,10484.99,5,5,5,555,5.0,Champions
17706,5,17,10504.49,5,5,5,555,5.0,Champions
17841,2,124,40519.84,5,5,5,555,5.0,Champions
16458,3,18,3482.74,5,5,5,555,5.0,Champions
14907,4,7,3501.1,5,5,5,555,5.0,Champions
13949,3,6,2427.32,5,5,5,555,5.0,Champions
16191,3,13,5180.52,5,5,5,555,5.0,Champions
12971,4,86,11189.91,5,5,5,555,5.0,Champions
18044,5,10,2088.6,5,5,5,555,5.0,Champions
13534,3,25,5870.08,5,5,5,555,5.0,Champions
14696,5,7,2078.95,5,5,5,555,5.0,Champions
13319,6,26,10845.55,5,5,5,555,5.0,Champions
13090,9,14,8910.82,5,5,5,555,5.0,Champions
17490,1,7,2092.32,5,5,5,555,5.0,Champions
17173,6,8,3766.6,5,5,5,555,5.0,Champions
13536,2,7,3444.39,5,5,5,555,5.0,Champions
17861,4,8,2097.88,5,5,5,555,5.0,Champions
15755,11,6,2364.25,5,5,5,555,5.0,Champions
16353,4,23,6675.71,5,5,5,555,5.0,Champions
13126,5,8,2099.64,5,5,5,555,5.0,Champions
16782,11,13,2267.95,5,5,5,555,5.0,Champions
17581,1,25,11025.24,5,5,5,555,5.0,Champions
16525,3,26,13027.45,5,5,5,555,5.0,Champions
18092,3,11,9068.26,5,5,5,555,5.0,Champions
16746,5,18,6680.11,5,5,5,555,5.0,Champions
13576,11,18,6717.34,5,5,5,555,5.0,Champions
16779,3,22,10611.72,5,5,5,555,5.0,Champions
17937,9,7,4301.22,5,5,5,555,5.0,Champions
13230,5,14,2755.63,5,5,5,555,5.0,Champions
18055,8,10,6761.34,5,5,5,555,5.0,Champions
17567,8,8,4331.48,5,5,5,555,5.0,Champions
15601,12,14,6776.56,5,5,5,555,5.0,Champions
16360,5,6,3450.41,5,5,5,555,5.0,Champions
18241,10,17,2073.09,5,5,5,555,5.0,Champions
16701,9,13,5398.3,5,5,5,555,5.0,Champions
13694,4,50,65039.62,5,5,5,555,5.0,Champions
13870,3,8,2770.94,5,5,5,555,5.0,Champions
15023,4,11,6720.41,5,5,5,555,5.0,Champions
14503,4,6,3543.26,5,5,5,555,5.0,Champions
17576,9,19,3564.83,5,5,5,555,5.0,Champions
17434,3,7,2373.82,5,5,5,555,5.0,Champions
13014,11,10,3466.28,5,5,5,555,5.0,Champions
14667,11,25,9175.04,5,5,5,555,5.0,Champions
15861,13,8,3146.92,5,5,5,555,5.0,Champions
13426,1,10,3641.32,5,5,5,555,5.0,Champions
13458,8,14,9646.57,5,5,5,555,5.0,Champions
13756,3,14,5189.52,5,5,5,555,5.0,Champions
14298,9,44,51527.3,5,5,5,555,5.0,Champions
13953,8,7,3515.68,5,5,5,555,5.0,Champions
17530,2,10,2367.12,5,5,5,555,5.0,Champions
18065,6,14,2392.83,5,5,5,555,5.0,Champions
12747,3,11,4196.01,5,5,5,555,5.0,Champions
14367,9,16,9227.82,5,5,5,555,5.0,Champions
16954,1,9,2085.08,5,5,5,555,5.0,Champions
17858,6,12,5140.66,5,5,5,555,5.0,Champions
14062,10,12,10464.85,5,5,5,555,5.0,Champions
14534,3,18,4397.3,5,5,5,555,5.0,Champions
15061,4,48,54534.14,5,5,5,555,5.0,Champions
13269,2,15,5343.28,5,5,5,555,5.0,Champions
17735,3,19,13110.02,5,5,5,555,5.0,Champions
14395,3,9,3479.91,5,5,5,555,5.0,Champions
13599,2,21,5149.92,5,5,5,555,5.0,Champions
15498,3,27,13316.4,5,5,5,555,5.0,Champions
15993,9,7,2777.67,5,5,5,555,5.0,Champions
17491,2,10,3558.87,5,5,5,555,5.0,Champions
13468,2,37,5704.97,5,5,5,555,5.0,Champions
16626,1,17,4413.1,5,5,5,555,5.0,Champions
17306,11,19,8631.31,5,5,5,555,5.0,Champions
13994,4,6,2274.14,5,5,5,555,5.0,Champions
14769,3,8,10416.98,5,5,5,555,5.0,Champions
13685,3,7,3119.44,5,5,5,555,5.0,Champions
16684,5,28,66653.56,5,5,5,555,5.0,Champions
17419,12,12,4226.57,5,5,5,555,5.0,Champions
17730,4,13,5298.48,5,5,5,555,5.0,Champions
16156,9,9,3092.04,5,5,5,555,5.0,Champions
13755,4,9,2108.06,5,5,5,555,5.0,Champions
16678,3,12,3109.99,5,5,5,555,5.0,Champions
14110,4,12,5683.15,5,5,5,555,5.0,Champions
15903,10,7,5126.76,5,5,5,555,5.0,Champions
16904,5,16,3653.75,5,5,5,555,5.0,Champions
16326,6,14,3039.22,5,5,5,555,5.0,Champions
14422,1,6,4263.64,5,5,5,555,5.0,Champions
16393,3,13,3040.96,5,5,5,555,5.0,Champions
16076,4,10,2234.73,5,5,5,555,5.0,Champions
14132,3,11,3586.03,5,5,5,555,5.0,Champions
16523,2,21,9418.47,5,5,5,555,5.0,Champions
15373,9,12,2415.91,5,5,5,555,5.0,Champions
14432,10,6,2248.5,5,5,5,555,5.0,Champions
15804,1,13,4206.39,5,5,5,555,5.0,Champions
16242,9,7,3579.86,5,5,5,555,5.0,Champions
14258,10,9,12669.98,5,5,5,555,5.0,Champions
16705,1,20,14034.99,5,5,5,555,5.0,Champions
14282,4,15,3701.44,5,5,5,555,5.0,Champions
13969,8,18,9024.17,5,5,5,555,5.0,Champions
15544,10,9,3546.71,5,5,5,555,5.0,Champions
14085,3,18,4421.29,5,5,5,555,5.0,Champions
15144,9,17,6580.44,5,5,5,555,5.0,Champions
17511,3,31,91062.38,5,5,5,555,5.0,Champions
13782,13,6,908.86,5,5,4,554,4.67,Champions
14289,9,6,911.26,5,5,4,554,4.67,Champions
17236,13,6,916.13,5,5,4,554,4.67,Champions
13509,9,7,979.72,5,5,4,554,4.67,Champions
14083,5,9,1002.9,5,5,4,554,4.67,Champions
12828,3,6,1018.71,5,5,4,554,4.67,Champions
14419,11,6,1051.79,5,5,4,554,4.67,Champions
12951,9,6,1064.07,5,5,4,554,4.67,Champions
13610,13,7,1082.33,5,5,4,554,4.67,Champions
13104,4,6,1098.48,5,5,4,554,4.67,Champions
14723,11,6,1122.36,5,5,4,554,4.67,Champions
15910,1,8,1228.88,5,5,4,554,4.67,Champions
17412,3,7,1258.06,5,5,4,554,4.67,Champions
16899,8,6,1271.06,5,5,4,554,4.67,Champions
16949,4,6,1286.27,5,5,4,554,4.67,Champions
16744,12,7,1291.91,5,5,4,554,4.67,Champions
16929,4,7,1295.39,5,5,4,554,4.67,Champions
15602,9,9,1297.87,5,5,4,554,4.67,Champions
14794,3,7,1319.91,5,5,4,554,4.67,Champions
12919,9,6,1335.19,5,5,4,554,4.67,Champions
13743,3,7,1341.6,5,5,4,554,4.67,Champions
17676,5,6,1371.18,5,5,4,554,4.67,Champions
15453,2,7,1371.77,5,5,4,554,4.67,Champions
14741,12,6,1400.34,5,5,4,554,4.67,Champions
17288,10,7,1417.63,5,5,4,554,4.67,Champions
14901,12,9,1421.29,5,5,4,554,4.67,Champions
16103,8,6,1429.64,5,5,4,554,4.67,Champions
15987,13,7,1432.77,5,5,4,554,4.67,Champions
14071,4,8,1437.57,5,5,4,554,4.67,Champions
16016,4,8,1465.51,5,5,4,554,4.67,Champions
12826,3,7,1474.72,5,5,4,554,4.67,Champions
16813,9,10,1652.18,5,5,4,554,4.67,Champions
16115,10,8,1660.88,5,5,4,554,4.67,Champions
15214,2,8,1661.44,5,5,4,554,4.67,Champions
16775,11,11,1691.51,5,5,4,554,4.67,Champions
17750,6,9,1710.45,5,5,4,554,4.67,Champions
17451,2,7,1721.4,5,5,4,554,4.67,Champions
16359,8,9,1750.92,5,5,4,554,4.67,Champions
14215,12,6,1789.72,5,5,4,554,4.67,Champions
18122,9,6,1793.06,5,5,4,554,4.67,Champions
18179,10,6,1793.17,5,5,4,554,4.67,Champions
16474,8,7,1810.65,5,5,4,554,4.67,Champions
17629,6,8,1814.12,5,5,4,554,4.67,Champions
17705,4,9,1823.52,5,5,4,554,4.67,Champions
13924,2,6,1838.85,5,5,4,554,4.67,Champions
18180,5,6,1843.75,5,5,4,554,4.67,Champions
16979,4,6,1852.0,5,5,4,554,4.67,Champions
17293,9,9,1854.06,5,5,4,554,4.67,Champions
12963,9,8,1856.63,5,5,4,554,4.67,Champions
16426,3,10,1863.76,5,5,4,554,4.67,Champions
17870,3,12,1865.89,5,5,4,554,4.67,Champions
15021,9,9,1871.77,5,5,4,554,4.67,Champions
13890,2,10,1883.81,5,5,4,554,4.67,Champions
14730,2,8,1897.57,5,5,4,554,4.67,Champions
16942,13,9,1904.99,5,5,4,554,4.67,Champions
16983,13,7,1905.87,5,5,4,554,4.67,Champions
14653,2,7,1926.65,5,5,4,554,4.67,Champions
13975,32,6,2461.24,4,5,5,455,4.67,Champions
17131,6,5,2463.17,5,4,5,545,4.67,Champions
17164,33,7,2467.35,4,5,5,455,4.67,Champions
16710,20,10,2467.99,4,5,5,455,4.67,Champions
13588,16,9,2478.95,4,5,5,455,4.67,Champions
13507,4,4,2479.16,5,4,5,545,4.67,Champions
12913,5,5,2483.63,5,4,5,545,4.67,Champions
13471,2,4,2501.84,5,4,5,545,4.67,Champions
13695,32,15,2504.13,4,5,5,455,4.67,Champions
17314,25,8,2527.92,4,5,5,455,4.67,Champions
14676,32,6,2548.24,4,5,5,455,4.67,Champions
14334,17,8,2552.21,4,5,5,455,4.67,Champions
16912,29,11,2555.58,4,5,5,455,4.67,Champions
14546,6,5,2573.93,5,4,5,545,4.67,Champions
13804,31,7,2588.39,4,5,5,455,4.67,Champions
13983,30,12,2603.43,4,5,5,455,4.67,Champions
18075,24,10,2611.75,4,5,5,455,4.67,Champions
16255,17,8,2619.91,4,5,5,455,4.67,Champions
13658,10,5,2639.17,5,4,5,545,4.67,Champions
15671,19,7,2657.13,4,5,5,455,4.67,Champions
13883,11,5,2674.48,5,4,5,545,4.67,Champions
17069,29,9,2709.7,4,5,5,455,4.67,Champions
16655,18,6,3789.52,4,5,5,455,4.67,Champions
16327,15,6,3820.27,4,5,5,455,4.67,Champions
16717,24,6,3843.08,4,5,5,455,4.67,Champions
17593,4,5,3923.86,5,4,5,545,4.67,Champions
15529,23,11,3962.6,4,5,5,455,4.67,Champions
16186,23,12,4006.94,4,5,5,455,4.67,Champions
12867,27,7,4009.34,4,5,5,455,4.67,Champions
17377,24,20,4058.32,4,5,5,455,4.67,Champions
12749,4,5,4090.88,5,4,5,545,4.67,Champions
16670,17,11,4095.9,4,5,5,455,4.67,Champions
13988,20,6,4147.96,4,5,5,455,4.67,Champions
14057,24,17,6211.66,4,5,5,455,4.67,Champions
15005,16,28,6295.37,4,5,5,455,4.67,Champions
13871,23,13,6403.25,4,5,5,455,4.67,Champions
16814,15,21,6416.7,4,5,5,455,4.67,Champions
15125,26,15,11528.48,4,5,5,455,4.67,Champions
17340,30,11,12353.29,4,5,5,455,4.67,Champions
16187,32,15,6911.44,4,5,5,455,4.67,Champions
17790,27,14,1964.3,4,5,5,455,4.67,Champions
14121,4,4,2780.15,5,4,5,545,4.67,Champions
17422,17,6,1979.37,4,5,5,455,4.67,Champions
14426,24,10,4481.67,4,5,5,455,4.67,Champions
17975,16,13,4483.26,4,5,5,455,4.67,Champions
14607,16,14,16209.5,4,5,5,455,4.67,Champions
17596,24,7,2806.69,4,5,5,455,4.67,Champions
17827,6,5,1987.33,5,4,5,545,4.67,Champions
17613,23,14,4544.55,4,5,5,455,4.67,Champions
16871,23,6,2812.34,4,5,5,455,4.67,Champions
15093,19,6,4597.02,4,5,5,455,4.67,Champions
13018,17,28,7277.7,4,5,5,455,4.67,Champions
15465,20,18,7354.62,4,5,5,455,4.67,Champions
18145,13,4,2861.55,5,4,5,545,4.67,Champions
14530,26,6,2862.11,4,5,5,455,4.67,Champions
14159,20,11,4630.35,4,5,5,455,4.67,Champions
15291,26,15,4668.3,4,5,5,455,4.67,Champions
14005,10,5,2874.72,5,4,5,545,4.67,Champions
17690,31,15,4726.8,4,5,5,455,4.67,Champions
16722,18,13,4730.81,4,5,5,455,4.67,Champions
18172,15,20,7561.68,4,5,5,455,4.67,Champions
14251,2,5,2879.7,5,4,5,545,4.67,Champions
16633,18,6,2883.1,4,5,5,455,4.67,Champions
15044,20,17,7634.73,4,5,5,455,4.67,Champions
13629,24,11,7792.36,4,5,5,455,4.67,Champions
14112,23,7,2915.15,4,5,5,455,4.67,Champions
12906,12,5,2919.81,5,4,5,545,4.67,Champions
14704,12,9,1493.96,5,5,4,554,4.67,Champions
16358,2,4,2027.5,5,4,5,545,4.67,Champions
14849,22,25,7930.54,4,5,5,455,4.67,Champions
15738,19,16,4812.42,4,5,5,455,4.67,Champions
17512,29,10,2924.99,4,5,5,455,4.67,Champions
17652,26,12,4867.72,4,5,5,455,4.67,Champions
17133,16,7,4892.24,4,5,5,455,4.67,Champions
14680,26,16,28754.11,4,5,5,455,4.67,Champions
14709,16,13,4921.04,4,5,5,455,4.67,Champions
14329,18,7,4975.24,4,5,5,455,4.67,Champions
13495,8,5,2044.87,5,4,5,545,4.67,Champions
16422,18,51,34684.4,4,5,5,455,4.67,Champions
16910,5,8,1508.96,5,5,4,554,4.67,Champions
17086,8,6,2050.08,5,4,5,545,4.67,Champions
14188,31,6,2054.36,4,5,5,455,4.67,Champions
17659,18,12,2999.46,4,5,5,455,4.67,Champions
18139,18,6,8438.34,4,5,5,455,4.67,Champions
17799,23,10,3039.17,4,5,5,455,4.67,Champions
13139,17,7,5064.94,4,5,5,455,4.67,Champions
17220,25,14,3187.55,4,5,5,455,4.67,Champions
17809,17,12,5411.91,4,5,5,455,4.67,Champions
18061,22,10,2119.41,4,5,5,455,4.67,Champions
16107,18,7,3204.16,4,5,5,455,4.67,Champions
16379,5,4,2157.4,5,4,5,545,4.67,Champions
16985,18,10,5464.12,4,5,5,455,4.67,Champions
13880,22,13,3219.77,4,5,5,455,4.67,Champions
15805,24,17,5488.18,4,5,5,455,4.67,Champions
16609,16,7,5493.46,4,5,5,455,4.67,Champions
13047,32,10,3237.54,4,5,5,455,4.67,Champions
16767,31,11,5575.56,4,5,5,455,4.67,Champions
15394,10,4,2183.54,5,4,5,545,4.67,Champions
15632,16,8,3285.31,4,5,5,455,4.67,Champions
15502,16,12,10384.93,4,5,5,455,4.67,Champions
13831,17,6,2198.45,4,5,5,455,4.67,Champions
16607,18,14,3347.71,4,5,5,455,4.67,Champions
13862,19,8,2209.36,4,5,5,455,4.67,Champions
16743,30,7,2213.13,4,5,5,455,4.67,Champions
15811,23,6,2218.62,4,5,5,455,4.67,Champions
16794,2,10,1196.5,5,5,4,554,4.67,Champions
15365,26,7,2314.32,4,5,5,455,4.67,Champions
12910,24,8,3075.04,4,5,5,455,4.67,Champions
14290,12,5,2314.65,5,4,5,545,4.67,Champions
17211,27,8,2317.22,4,5,5,455,4.67,Champions
17716,23,11,5655.99,4,5,5,455,4.67,Champions
15024,10,10,1636.43,5,5,4,554,4.67,Champions
13050,15,17,5836.86,4,5,5,455,4.67,Champions
13381,32,6,3639.31,4,5,5,455,4.67,Champions
17725,17,11,3439.08,4,5,5,455,4.67,Champions
13012,10,8,1646.84,5,5,4,554,4.67,Champions
14227,27,10,3350.96,4,5,5,455,4.67,Champions
14505,18,8,5859.43,4,5,5,455,4.67,Champions
14515,18,6,2076.89,4,5,5,455,4.67,Champions
16440,8,5,3640.67,5,4,5,545,4.67,Champions
13680,2,4,3719.12,5,4,5,545,4.67,Champions
